ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin,target
2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.9,0.8,1.2051970793,11.0,1.0,,0.0,,15.0,1.0,1.0,2.0,1.0,4.0,2.0,0.4242640687,0.7004131012,0.3933192088,1.7320508076,0.8,0.5,0.3,4.0,2.0,8.0,3.0,9.0,5.0,6.0,5.0,0.0,2.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0
1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.9,0.9,0.9896337706,11.0,0.0,0.0,0.0,1.0,15.0,1.0,1.0,1.0,1.0,4.0,2.0,0.4242640687,0.7333129849,0.3420526275,1.7320508076,0.7,0.6,0.8,2.0,1.0,8.0,0.0,9.0,5.0,10.0,8.0,0.0,4.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.5,0.0,0.938083152,11.0,1.0,,0.0,,6.0,1.0,1.0,2.0,1.0,26.0,3.0,0.3741657387,0.7121872955,0.3907684737,3.0,0.9,0.0,0.6,3.0,1.0,7.0,1.0,9.0,3.0,8.0,6.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.9,0.0,1.4899664426,3.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,44.0,3.0,0.4,0.8824856893,0.3096772513,3.7416573868,0.7,0.6,0.1,2.0,3.0,10.0,5.0,10.0,2.0,9.0,5.0,2.0,2.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.9,0.3,0.7211102551,7.0,1.0,,0.0,,1.0,1.0,1.0,1.0,1.0,84.0,3.0,0.4,0.8933755284,0.4074309757,3.4641016151,0.6,0.8,0.7,1.0,0.0,6.0,5.0,10.0,1.0,7.0,6.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.3,0.3,,7.0,1.0,,0.0,,0.0,1.0,1.0,2.0,1.0,85.0,3.0,0.4,0.9289312263,,3.3166247904,0.2,0.7,0.7,2.0,3.0,5.0,4.0,10.0,3.0,9.0,4.0,1.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0
3.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.6,0.3,0.9185586535,10.0,1.0,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,94.0,2.0,0.4,0.9542613213,0.3986226286,3.4641016151,0.3,0.5,0.0,1.0,1.0,9.0,5.0,9.0,3.0,7.0,11.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,0
1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.9,1.7,1.6820746119,11.0,0.0,0.0,9.0,0.0,14.0,1.0,1.0,2.0,1.0,103.0,3.0,0.5916079783,1.4848790195,0.3984971769,3.3166247904,0.1,0.5,0.2,4.0,2.0,8.0,4.0,9.0,2.0,8.0,5.0,1.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0
0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.9,0.0,0.5111262075,7.0,1.0,,0.0,,11.0,1.0,1.0,0.0,1.0,66.0,2.0,0.3741657387,0.6406188898,0.3666060556,2.8284271247,0.1,0.7,0.0,3.0,2.0,7.0,3.0,6.0,1.0,11.0,8.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.1,0.2,,6.0,0.0,,0.0,1.0,15.0,1.0,1.0,0.0,1.0,4.0,2.0,0.4,0.7883841619,0.4,2.6457513111,0.3,0.9,0.9,2.0,1.0,8.0,2.0,11.0,3.0,7.0,4.0,2.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.9,0.2,0.6093028803,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,73.0,1.0,0.3974921383,0.427707709,,0.0,0.9,0.3,0.2,1.0,2.0,10.0,2.0,10.0,3.0,9.0,4.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0
0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.7,0.4,0.7267220927,5.0,0.0,0.0,1.0,1.0,10.0,1.0,1.0,0.0,1.0,103.0,2.0,0.4898979486,0.7279684173,0.3801315562,2.2360679775,0.8,0.8,0.4,3.0,0.0,6.0,4.0,10.0,1.0,14.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.8,0.4,0.8757139944,11.0,0.0,,0.0,,14.0,1.0,1.0,2.0,1.0,28.0,3.0,0.4458699362,0.7468252365,0.3488552709,2.8284271247,0.3,0.1,0.7,3.0,1.0,6.0,4.0,8.0,1.0,9.0,6.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.9,0.2,0.5689903338,7.0,1.0,,0.0,,11.0,1.0,1.0,2.0,1.0,98.0,2.0,0.316227766,0.5962520683,0.3687817783,2.8284271247,0.5,0.4,0.5,1.0,1.0,4.0,4.0,8.0,1.0,11.0,4.0,0.0,1.0,13.0,0.0,1.0,1.0,1.0,0.0,0.0,0
4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.6,0.0,,4.0,0.0,,0.0,0.0,10.0,1.0,1.0,0.0,1.0,27.0,3.0,0.3741657387,0.7455376894,0.3820994635,2.8284271247,0.1,0.9,0.2,2.0,2.0,8.0,7.0,10.0,3.0,8.0,5.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0
5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.1,0.3,,4.0,0.0,,0.0,0.0,15.0,1.0,1.0,0.0,1.0,4.0,2.0,0.4242640687,0.9892918412,0.4,3.1622776602,0.1,0.0,0.8,1.0,1.0,8.0,3.0,8.0,3.0,9.0,5.0,0.0,3.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.9,0.2,0.56844085,0.0,1.0,,2.0,1.0,0.0,0.0,1.0,0.0,1.0,103.0,2.0,0.3741657387,0.7484281048,0.4792702787,3.1622776602,0.7,0.0,0.3,2.0,1.0,8.0,3.0,7.0,1.0,4.0,5.0,3.0,4.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.7,0.4,0.738241153,7.0,1.0,,0.0,,14.0,1.0,1.0,2.0,1.0,81.0,3.0,0.316227766,0.6427600609,0.3685105155,3.0,0.8,0.9,0.9,4.0,2.0,7.0,2.0,12.0,1.0,5.0,3.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0
0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.9,0.5,1.0706306553,7.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,2.0,1.0,41.0,2.0,0.4,0.8779907566,0.3313608305,3.7416573868,0.3,0.1,0.5,1.0,1.0,9.0,2.0,9.0,2.0,7.0,9.0,1.0,3.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0
3.0,0.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.6937218463,11.0,0.0,,0.0,,10.0,1.0,1.0,2.0,1.0,82.0,2.0,0.4242640687,0.9058236743,0.4185689907,2.8284271247,0.7,0.1,0.4,1.0,2.0,8.0,2.0,7.0,2.0,8.0,5.0,3.0,2.0,10.0,0.0,1.0,1.0,1.0,1.0,0.0,0
5.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.7352720585,7.0,1.0,,0.0,,0.0,1.0,0.0,2.0,1.0,36.0,2.0,0.316227766,0.8756815527,0.3754996671,3.7416573868,0.5,0.9,0.7,3.0,3.0,5.0,2.0,9.0,1.0,7.0,11.0,2.0,2.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,0
0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.9,0.9,1.3892443989,7.0,0.0,1.0,1.0,1.0,14.0,,0.0,2.0,1.0,103.0,2.0,0.4472135955,1.5839849319,0.390256326,3.6055512755,0.8,0.5,0.2,3.0,1.0,7.0,3.0,10.0,3.0,13.0,7.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.6,0.7,0.7858116823,7.0,1.0,,0.0,,1.0,1.0,1.0,0.0,1.0,69.0,3.0,0.3741657387,0.7429280912,0.3937003937,3.0,0.1,0.0,0.6,4.0,2.0,8.0,1.0,9.0,3.0,6.0,8.0,2.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.0,0.0,7.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.6,0.2,0.6103277808,11.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,79.0,3.0,0.316227766,0.8029516828,,3.7416573868,0.2,0.2,0.9,2.0,2.0,8.0,2.0,8.0,3.0,11.0,3.0,1.0,2.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,2.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.1,0.1,,11.0,1.0,,0.0,,0.0,1.0,0.0,2.0,1.0,36.0,2.0,0.316227766,0.8012387104,0.3754996671,3.6055512755,0.2,0.2,0.1,4.0,2.0,9.0,2.0,8.0,3.0,5.0,12.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0
1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.9,0.3,0.6194755847,7.0,1.0,1.0,0.0,1.0,11.0,1.0,0.0,2.0,1.0,35.0,3.0,0.3741657387,0.9631430985,0.3266496594,3.7416573868,0.9,0.5,0.7,4.0,2.0,8.0,2.0,10.0,3.0,6.0,3.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,1
0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.3,0.6,,6.0,1.0,,0.0,0.0,11.0,1.0,0.0,0.0,1.0,98.0,2.0,0.316227766,0.7678051793,0.3687817783,3.7416573868,0.3,0.8,0.5,2.0,1.0,10.0,3.0,9.0,4.0,8.0,5.0,1.0,2.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.7,0.5,1.037725879,0.0,1.0,,0.0,0.0,11.0,1.0,0.0,0.0,1.0,75.0,2.0,0.316227766,0.9109628454,0.3794733192,3.7416573868,0.4,0.4,0.9,3.0,2.0,8.0,1.0,9.0,0.0,7.0,8.0,1.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.6,0.4,0.91070028,11.0,1.0,,0.0,,4.0,1.0,1.0,2.0,1.0,8.0,2.0,0.316227766,0.7175435887,0.3943348831,3.4641016151,0.5,0.8,0.8,2.0,0.0,7.0,5.0,8.0,3.0,3.0,4.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.8,0.7,1.2077872329,11.0,1.0,0.0,0.0,1.0,11.0,1.0,1.0,2.0,1.0,6.0,3.0,0.4242640687,0.7564597841,0.3542597917,2.6457513111,0.1,0.2,0.0,3.0,1.0,7.0,2.0,10.0,4.0,12.0,5.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.4,0.3,0.8227241336,11.0,1.0,,0.0,,1.0,1.0,1.0,2.0,1.0,63.0,1.0,0.316227766,0.6197173443,0.3619392214,3.1622776602,0.8,0.0,0.2,1.0,2.0,7.0,4.0,9.0,1.0,7.0,3.0,1.0,3.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0
1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.1,0.3,,11.0,1.0,,0.0,,14.0,1.0,1.0,2.0,1.0,67.0,3.0,0.4,0.8177650454,0.4074309757,2.8284271247,0.4,0.4,0.4,2.0,2.0,8.0,1.0,9.0,2.0,8.0,9.0,2.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.9,0.6,1.114955156,3.0,1.0,,0.0,,4.0,1.0,1.0,0.0,1.0,47.0,3.0,0.3160696126,0.551931245,0.3794733192,2.0,0.0,0.4,0.3,2.0,2.0,6.0,2.0,8.0,0.0,4.0,5.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.9,1.6,1.4966629547,11.0,0.0,1.0,3.0,1.0,17.0,1.0,1.0,2.0,1.0,103.0,3.0,0.4472135955,1.0941995829,0.3748332963,3.1622776602,0.4,0.9,0.6,1.0,2.0,8.0,4.0,7.0,3.0,9.0,5.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.4,0.0,0.6133922073,7.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,64.0,1.0,0.316227766,0.6434347399,0.2880972058,3.6055512755,0.9,0.5,0.2,4.0,2.0,7.0,6.0,12.0,5.0,6.0,5.0,1.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0
6.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.5,0.6,1.0437312873,10.0,1.0,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,103.0,2.0,0.4242640687,1.0323621914,0.43829214,3.4641016151,0.1,0.3,0.1,2.0,2.0,8.0,3.0,9.0,3.0,9.0,5.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0
6.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.2,0.2,,6.0,0.0,,0.0,1.0,10.0,1.0,1.0,0.0,1.0,82.0,2.0,0.4242640687,0.9055727378,0.4185689907,2.8284271247,0.0,0.4,0.9,5.0,2.0,7.0,5.0,9.0,4.0,5.0,8.0,2.0,2.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0
6.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.4,1.0,1.3019216566,8.0,1.0,,9.0,0.0,15.0,1.0,1.0,0.0,1.0,40.0,2.0,0.5477225575,1.5942011394,0.5329165038,3.4641016151,0.1,0.0,0.0,4.0,3.0,8.0,5.0,6.0,3.0,4.0,7.0,0.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.5,0.3,0.8746427842,11.0,1.0,,0.0,,1.0,1.0,1.0,2.0,1.0,37.0,1.0,0.316227766,0.6786745712,0.3598610843,3.4641016151,0.1,0.2,0.8,4.0,1.0,9.0,4.0,6.0,2.0,11.0,8.0,1.0,5.0,12.0,0.0,1.0,1.0,0.0,1.0,0.0,0
1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.7,0.4,0.7733854149,4.0,1.0,,0.0,0.0,11.0,1.0,1.0,0.0,1.0,98.0,2.0,0.316227766,0.6801039055,0.3687817783,3.3166247904,0.5,0.6,0.8,5.0,3.0,9.0,2.0,10.0,1.0,5.0,4.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0
0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.9,0.0,1.6660207082,11.0,0.0,,0.0,,10.0,1.0,1.0,2.0,1.0,82.0,2.0,0.4242640687,0.9030137786,0.4185689907,2.8284271247,0.9,0.1,0.1,1.0,4.0,5.0,5.0,8.0,3.0,6.0,4.0,1.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0
6.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.5,0.7558108229,6.0,1.0,,0.0,0.0,11.0,1.0,1.0,0.0,1.0,10.0,2.0,0.316227766,0.6748278017,0.3687817783,3.3166247904,0.8,0.0,0.5,2.0,2.0,7.0,3.0,7.0,4.0,9.0,7.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.6,0.4,0.5465802777,7.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,103.0,2.0,0.3741657387,0.7484281048,0.3601388621,3.1622776602,0.2,0.6,0.9,2.0,1.0,10.0,4.0,10.0,0.0,8.0,4.0,2.0,4.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.9,0.6,0.9536115561,6.0,1.0,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,90.0,2.0,0.4242640687,0.7972317808,0.4415880433,2.6457513111,0.0,0.4,0.1,2.0,2.0,7.0,6.0,8.0,0.0,11.0,7.0,2.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.4,0.0,0.825378701,7.0,1.0,,0.0,,0.0,1.0,1.0,2.0,1.0,31.0,3.0,0.316227766,0.6780806651,0.3615245497,3.4641016151,0.1,0.6,0.4,3.0,3.0,9.0,1.0,9.0,1.0,9.0,5.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.9,0.5,0.7280109889,7.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,63.0,1.0,0.3160696126,0.5169442958,0.3041381265,2.0,0.2,0.1,0.0,3.0,2.0,6.0,3.0,9.0,2.0,10.0,9.0,1.0,4.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0
1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.7,0.8,1.1272200318,9.0,1.0,1.0,2.0,0.0,11.0,1.0,1.0,2.0,1.0,13.0,0.0,0.3741657387,0.6701886992,0.3340658618,2.8284271247,0.6,0.4,0.1,2.0,4.0,6.0,3.0,9.0,6.0,11.0,5.0,2.0,4.0,13.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.8,0.6,0.8714212529,11.0,1.0,,0.0,,11.0,1.0,1.0,2.0,1.0,16.0,2.0,0.3741657387,0.894992959,0.3903844259,3.6055512755,0.6,0.2,0.5,1.0,1.0,8.0,1.0,9.0,2.0,11.0,8.0,1.0,1.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,0
5.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.7,0.6,0.8359126749,6.0,1.0,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,38.0,1.0,0.316227766,0.6842079332,0.3794733192,2.8284271247,0.3,0.4,0.1,3.0,2.0,7.0,4.0,9.0,2.0,11.0,7.0,2.0,3.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.9,0.5,0.7988272654,7.0,1.0,,0.0,,7.0,1.0,1.0,0.0,1.0,91.0,3.0,0.3741657387,0.7623501072,0.3926830783,3.4641016151,0.9,0.5,0.7,2.0,3.0,8.0,4.0,10.0,2.0,6.0,4.0,0.0,2.0,12.0,1.0,0.0,0.0,1.0,1.0,0.0,0
2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.7,0.7,1.0090218035,4.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,2.0,1.0,26.0,3.0,0.3741657387,0.7106625939,0.3204684072,3.1622776602,0.8,0.6,0.7,2.0,2.0,10.0,1.0,5.0,2.0,13.0,6.0,0.0,4.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0
1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.7,0.4,0.7901740315,7.0,1.0,,0.0,,14.0,1.0,1.0,3.0,1.0,81.0,3.0,0.3160696126,0.5658315025,0.3651027253,2.0,0.8,0.3,0.8,3.0,4.0,8.0,3.0,8.0,3.0,14.0,6.0,0.0,4.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0
3.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.5,0.3,0.5711829829,11.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,103.0,2.0,0.3741657387,0.8423942659,0.3601388621,3.4641016151,0.4,0.9,0.9,2.0,2.0,6.0,4.0,9.0,2.0,8.0,3.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0
5.0,0.0,6.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,,5.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,24.0,3.0,0.4,0.830388737,,3.6055512755,0.1,0.4,0.4,4.0,3.0,7.0,4.0,11.0,2.0,5.0,10.0,1.0,5.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0
5.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.9,1.6,1.4966629547,11.0,0.0,,1.0,,16.0,1.0,1.0,2.0,1.0,103.0,3.0,0.4,1.0808054848,0.3730951621,3.4641016151,0.9,0.0,0.9,0.0,1.0,9.0,3.0,9.0,2.0,8.0,6.0,2.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0
5.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.9,0.3,0.7741931284,8.0,1.0,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,51.0,2.0,0.3741657387,0.8180208175,0.3681032464,3.6055512755,0.1,0.9,0.8,2.0,1.0,6.0,4.0,11.0,1.0,4.0,5.0,1.0,2.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0
