RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
879.0,1301.0,21.0,66.0,166.0,11.0,21.0,5.0,11.0,1
763.0,1139.0,21.0,64.0,138.0,47.0,77.0,64.0,51.0,1
311.0,203.0,105.0,145.0,291.0,96.0,2148.0,63.0,104.0,1
1133.0,4114.0,21.0,66.0,193.0,56.0,1516.0,13.0,60.0,1
1637.0,55.0,21.0,64.0,138.0,38.0,1174.0,22.0,42.0,1
5075.0,743.0,21.0,64.0,62.0,92.0,2346.0,14.0,100.0,1
581.0,965.0,21.0,21.0,279.0,47.0,7.0,64.0,51.0,1
4936.0,1342.0,79.0,104.0,408.0,283.0,1748.0,36.0,292.0,1
3506.0,2062.0,21.0,64.0,232.0,40.0,160.0,66.0,44.0,1
7177.0,2617.0,21.0,66.0,41.0,22.0,7.0,64.0,23.0,1
6293.0,867.0,21.0,68.0,181.0,22.0,1901.0,64.0,23.0,1
100.0,1231.0,21.0,71.0,88.0,22.0,7.0,64.0,23.0,1
5014.0,951.0,21.0,74.0,6.0,22.0,7.0,64.0,23.0,1
3042.0,1881.0,21.0,71.0,99.0,265.0,782.0,7.0,274.0,1
1329.0,1875.0,21.0,64.0,107.0,29.0,1973.0,61.0,30.0,1
57.0,775.0,21.0,64.0,62.0,92.0,2326.0,14.0,100.0,1
4831.0,226.0,21.0,66.0,166.0,40.0,661.0,66.0,44.0,1
423.0,1800.0,21.0,64.0,178.0,119.0,2338.0,13.0,128.0,1
943.0,140.0,21.0,64.0,317.0,198.0,1237.0,14.0,208.0,1
2142.0,1512.0,87.0,115.0,15.0,36.0,2153.0,3.0,40.0,1
4615.0,717.0,72.0,93.0,190.0,13.0,2250.0,61.0,13.0,1
1465.0,3651.0,10.0,8.0,17.0,0.0,3.0,3.0,0.0,0
6881.0,3534.0,42.0,49.0,13.0,68.0,324.0,31.0,75.0,1
3506.0,2125.0,43.0,50.0,78.0,6.0,398.0,65.0,5.0,1
2942.0,2657.0,8.0,6.0,15.0,2.0,4.0,5.0,2.0,1
805.0,3502.0,103.0,143.0,411.0,22.0,1236.0,64.0,23.0,1
11.0,3016.0,14.0,46.0,44.0,315.0,612.0,5.0,6.0,1
561.0,1866.0,21.0,64.0,8.0,279.0,1551.0,39.0,288.0,1
3963.0,651.0,21.0,71.0,269.0,4.0,7.0,64.0,4.0,1
5065.0,1073.0,77.0,102.0,74.0,22.0,7.0,64.0,23.0,1
1160.0,17.0,21.0,58.0,280.0,22.0,7.0,64.0,23.0,1
3555.0,3199.0,7.0,42.0,13.0,36.0,2199.0,3.0,40.0,1
192.0,474.0,21.0,72.0,353.0,47.0,7.0,64.0,51.0,1
4.0,18.0,21.0,72.0,255.0,47.0,77.0,64.0,51.0,1
667.0,272.0,21.0,64.0,139.0,235.0,2258.0,1.0,245.0,1
6880.0,2427.0,21.0,66.0,50.0,22.0,7.0,64.0,23.0,1
4310.0,2946.0,24.0,37.0,17.0,1.0,8.0,5.0,1.0,1
1014.0,2735.0,21.0,66.0,354.0,196.0,324.0,22.0,206.0,1
4032.0,500.0,98.0,139.0,51.0,26.0,2093.0,13.0,27.0,1
829.0,66.0,70.0,100.0,20.0,337.0,1164.0,65.0,71.0,1
5425.0,4132.0,21.0,68.0,38.0,75.0,739.0,14.0,82.0,1
4936.0,1216.0,21.0,21.0,228.0,146.0,2221.0,14.0,156.0,1
5167.0,839.0,21.0,68.0,158.0,4.0,7.0,64.0,4.0,1
674.0,520.0,18.0,17.0,20.0,18.0,565.0,65.0,19.0,1
7292.0,1147.0,3.0,34.0,33.0,47.0,348.0,64.0,51.0,1
1372.0,98.0,21.0,66.0,48.0,28.0,283.0,15.0,29.0,1
1592.0,3404.0,64.0,84.0,18.0,36.0,1434.0,3.0,40.0,1
5613.0,1800.0,21.0,64.0,178.0,119.0,2338.0,13.0,128.0,1
194.0,3203.0,82.0,109.0,148.0,4.0,7.0,64.0,4.0,1
1138.0,1747.0,21.0,66.0,182.0,11.0,167.0,5.0,11.0,1
2951.0,3649.0,10.0,8.0,19.0,1.0,8.0,5.0,1.0,1
4936.0,181.0,98.0,139.0,372.0,37.0,1608.0,21.0,41.0,1
4064.0,1668.0,70.0,90.0,20.0,83.0,572.0,21.0,91.0,1
3010.0,1103.0,21.0,58.0,52.0,83.0,2311.0,21.0,91.0,1
5171.0,2167.0,21.0,66.0,260.0,206.0,2286.0,32.0,216.0,1
277.0,159.0,34.0,39.0,14.0,0.0,3.0,3.0,0.0,1
651.0,627.0,21.0,74.0,131.0,22.0,54.0,64.0,23.0,1
450.0,3116.0,21.0,36.0,207.0,146.0,497.0,14.0,156.0,1
194.0,2881.0,21.0,36.0,292.0,4.0,7.0,64.0,4.0,1
3783.0,1738.0,63.0,83.0,12.0,42.0,2250.0,8.0,46.0,1
1062.0,3090.0,21.0,68.0,181.0,4.0,7.0,64.0,4.0,1
852.0,3557.0,14.0,12.0,19.0,0.0,3.0,3.0,0.0,1
4170.0,770.0,21.0,68.0,158.0,53.0,739.0,14.0,57.0,1
5567.0,2233.0,21.0,21.0,228.0,340.0,2281.0,9.0,24.0,1
2055.0,675.0,21.0,66.0,50.0,22.0,7.0,64.0,23.0,1
748.0,2133.0,36.0,41.0,19.0,1.0,8.0,5.0,1.0,1
895.0,3018.0,4.0,3.0,13.0,36.0,1572.0,3.0,40.0,1
1107.0,1606.0,21.0,58.0,291.0,37.0,2311.0,21.0,41.0,1
75.0,390.0,21.0,64.0,202.0,188.0,828.0,14.0,198.0,1
6195.0,1757.0,21.0,58.0,219.0,4.0,7.0,64.0,4.0,1
2073.0,3345.0,98.0,136.0,7.0,118.0,2133.0,6.0,127.0,1
4623.0,1342.0,79.0,104.0,408.0,283.0,1748.0,36.0,292.0,1
5065.0,2905.0,21.0,68.0,70.0,4.0,7.0,64.0,4.0,1
5685.0,3623.0,21.0,68.0,59.0,32.0,2313.0,9.0,36.0,1
2390.0,675.0,21.0,66.0,50.0,22.0,7.0,64.0,23.0,1
2073.0,1027.0,21.0,22.0,4.0,201.0,2014.0,2.0,211.0,1
5601.0,2773.0,9.0,35.0,78.0,337.0,2146.0,65.0,71.0,1
1824.0,449.0,21.0,58.0,205.0,157.0,162.0,30.0,166.0,1
5743.0,39.0,21.0,71.0,53.0,4.0,7.0,64.0,4.0,1
4147.0,3399.0,14.0,61.0,19.0,0.0,3.0,3.0,0.0,1
7485.0,2078.0,21.0,58.0,337.0,123.0,808.0,28.0,132.0,1
426.0,3235.0,70.0,90.0,135.0,18.0,79.0,65.0,19.0,1
6318.0,672.0,21.0,58.0,219.0,40.0,2143.0,66.0,44.0,1
722.0,1821.0,21.0,64.0,349.0,103.0,2080.0,14.0,111.0,1
1106.0,3187.0,92.0,126.0,319.0,196.0,1059.0,22.0,206.0,1
1042.0,743.0,21.0,64.0,62.0,340.0,2245.0,9.0,24.0,1
212.0,2043.0,21.0,72.0,65.0,4.0,7.0,64.0,4.0,1
6038.0,1803.0,21.0,58.0,217.0,26.0,2093.0,13.0,27.0,1
3674.0,2556.0,21.0,36.0,212.0,42.0,550.0,8.0,46.0,1
328.0,2800.0,15.0,13.0,18.0,36.0,2153.0,3.0,40.0,1
4057.0,928.0,21.0,64.0,333.0,4.0,7.0,64.0,4.0,1
205.0,1714.0,63.0,83.0,12.0,103.0,1829.0,14.0,111.0,1
5692.0,1156.0,21.0,58.0,52.0,22.0,7.0,64.0,23.0,1
5034.0,2696.0,54.0,75.0,140.0,67.0,483.0,16.0,74.0,1
956.0,189.0,78.0,103.0,15.0,36.0,2288.0,3.0,40.0,1
4699.0,57.0,21.0,68.0,232.0,47.0,7.0,64.0,51.0,1
331.0,3419.0,7.0,5.0,13.0,36.0,2199.0,3.0,40.0,1
6452.0,123.0,21.0,36.0,189.0,4.0,7.0,64.0,4.0,1
194.0,1943.0,21.0,58.0,171.0,22.0,7.0,64.0,23.0,1
5631.0,3623.0,21.0,68.0,59.0,189.0,48.0,11.0,199.0,1
6428.0,4017.0,21.0,71.0,228.0,176.0,2273.0,42.0,186.0,1
424.0,2837.0,60.0,51.0,134.0,61.0,98.0,65.0,67.0,1
1107.0,3228.0,108.0,156.0,26.0,9.0,1012.0,63.0,9.0,1
878.0,233.0,38.0,44.0,18.0,36.0,409.0,3.0,40.0,1
5555.0,650.0,48.0,55.0,249.0,4.0,7.0,64.0,4.0,1
371.0,62.0,21.0,64.0,232.0,28.0,599.0,15.0,29.0,1
4525.0,719.0,53.0,63.0,192.0,20.0,42.0,8.0,21.0,1
1929.0,381.0,98.0,136.0,407.0,317.0,2305.0,57.0,326.0,1
184.0,80.0,21.0,21.0,278.0,140.0,2258.0,1.0,150.0,1
5566.0,368.0,21.0,68.0,93.0,22.0,7.0,64.0,23.0,1
331.0,3529.0,10.0,8.0,18.0,68.0,1417.0,31.0,75.0,1
4728.0,230.0,41.0,47.0,392.0,68.0,2297.0,31.0,75.0,1
50.0,2726.0,21.0,71.0,116.0,203.0,403.0,22.0,213.0,1
674.0,3058.0,51.0,60.0,20.0,6.0,109.0,65.0,5.0,0
4744.0,1223.0,21.0,66.0,48.0,180.0,596.0,34.0,190.0,1
2756.0,3473.0,21.0,21.0,235.0,340.0,192.0,9.0,24.0,1
852.0,3402.0,14.0,12.0,14.0,36.0,2153.0,3.0,40.0,1
1329.0,311.0,21.0,64.0,307.0,47.0,7.0,64.0,51.0,1
2910.0,2808.0,15.0,13.0,14.0,0.0,3.0,3.0,0.0,1
7492.0,3039.0,63.0,83.0,12.0,53.0,1739.0,14.0,57.0,1
935.0,2142.0,77.0,99.0,327.0,22.0,7.0,64.0,23.0,1
100.0,2655.0,21.0,21.0,235.0,340.0,192.0,9.0,24.0,1
4892.0,659.0,21.0,58.0,52.0,4.0,7.0,64.0,4.0,1
4755.0,3523.0,86.0,114.0,159.0,57.0,1458.0,14.0,62.0,1
4413.0,676.0,21.0,21.0,45.0,4.0,7.0,64.0,4.0,1
182.0,998.0,21.0,64.0,393.0,22.0,7.0,64.0,23.0,1
6275.0,870.0,21.0,68.0,181.0,22.0,1901.0,64.0,23.0,1
881.0,1713.0,21.0,36.0,207.0,178.0,2273.0,28.0,188.0,1
170.0,225.0,21.0,66.0,211.0,38.0,2280.0,22.0,42.0,1
1689.0,1657.0,61.0,79.0,78.0,337.0,1330.0,65.0,71.0,1
740.0,2029.0,15.0,13.0,14.0,0.0,3.0,3.0,0.0,1
2919.0,1446.0,24.0,37.0,18.0,98.0,973.0,37.0,106.0,1
817.0,2204.0,21.0,74.0,91.0,22.0,7.0,64.0,23.0,1
326.0,3710.0,10.0,92.0,14.0,0.0,3.0,3.0,0.0,1
152.0,371.0,21.0,72.0,65.0,47.0,7.0,64.0,51.0,1
2852.0,3412.0,12.0,10.0,66.0,0.0,211.0,3.0,0.0,1
3529.0,1462.0,21.0,66.0,98.0,120.0,182.0,64.0,129.0,1
4936.0,716.0,3.0,34.0,24.0,77.0,2027.0,29.0,84.0,1
5897.0,132.0,21.0,64.0,59.0,22.0,7.0,64.0,23.0,1
2398.0,1618.0,21.0,68.0,181.0,83.0,2311.0,21.0,91.0,1
5566.0,2446.0,21.0,66.0,322.0,37.0,2311.0,21.0,41.0,0
314.0,653.0,21.0,64.0,70.0,4.0,2177.0,64.0,4.0,1
1859.0,4173.0,95.0,131.0,51.0,26.0,2076.0,13.0,27.0,1
1409.0,708.0,21.0,68.0,306.0,86.0,2313.0,9.0,94.0,1
828.0,1671.0,51.0,60.0,20.0,337.0,2146.0,65.0,71.0,1
385.0,1591.0,9.0,35.0,259.0,8.0,2150.0,5.0,8.0,1
1309.0,211.0,59.0,78.0,48.0,68.0,2240.0,31.0,75.0,1
2250.0,2659.0,21.0,64.0,334.0,40.0,424.0,66.0,44.0,1
1822.0,544.0,21.0,21.0,45.0,4.0,7.0,64.0,4.0,1
3620.0,1823.0,21.0,68.0,181.0,108.0,2311.0,39.0,117.0,1
30.0,3220.0,21.0,21.0,117.0,40.0,846.0,66.0,44.0,1
6230.0,1150.0,21.0,58.0,219.0,47.0,1033.0,64.0,51.0,1
6334.0,1063.0,21.0,68.0,263.0,22.0,7.0,64.0,23.0,1
1568.0,1752.0,21.0,66.0,204.0,4.0,7.0,64.0,4.0,1
152.0,2042.0,21.0,72.0,65.0,46.0,2102.0,66.0,50.0,1
3323.0,1894.0,21.0,36.0,113.0,86.0,2313.0,9.0,94.0,1
5866.0,1800.0,21.0,64.0,178.0,119.0,2338.0,13.0,128.0,1
881.0,918.0,21.0,64.0,333.0,22.0,7.0,64.0,23.0,1
1605.0,3754.0,29.0,30.0,13.0,3.0,2.0,3.0,3.0,1
1552.0,2306.0,21.0,36.0,151.0,40.0,2143.0,66.0,44.0,1
894.0,3947.0,50.0,57.0,18.0,3.0,2265.0,3.0,3.0,1
2480.0,4055.0,54.0,75.0,314.0,22.0,7.0,64.0,23.0,1
1840.0,2111.0,7.0,5.0,13.0,36.0,2199.0,3.0,40.0,1
6908.0,1068.0,21.0,74.0,174.0,19.0,39.0,64.0,20.0,1
2340.0,99.0,21.0,66.0,166.0,22.0,7.0,64.0,23.0,1
1411.0,253.0,21.0,36.0,48.0,68.0,2240.0,31.0,75.0,1
964.0,3656.0,21.0,71.0,376.0,17.0,380.0,64.0,18.0,1
4518.0,2197.0,21.0,22.0,125.0,26.0,2237.0,13.0,27.0,1
3642.0,833.0,86.0,114.0,426.0,124.0,2243.0,14.0,133.0,0
416.0,256.0,66.0,86.0,13.0,68.0,788.0,31.0,75.0,1
328.0,2170.0,37.0,43.0,19.0,36.0,558.0,3.0,40.0,1
76.0,610.0,21.0,68.0,206.0,340.0,708.0,9.0,24.0,1
6831.0,4209.0,64.0,84.0,19.0,36.0,65.0,3.0,40.0,0
2069.0,168.0,21.0,66.0,69.0,56.0,2338.0,13.0,60.0,1
853.0,2794.0,15.0,13.0,19.0,1.0,8.0,5.0,1.0,1
1818.0,1232.0,21.0,64.0,138.0,4.0,1901.0,64.0,4.0,1
853.0,3016.0,14.0,46.0,44.0,315.0,1090.0,5.0,6.0,0
704.0,1758.0,21.0,66.0,204.0,22.0,7.0,64.0,23.0,1
77.0,3523.0,86.0,114.0,159.0,57.0,1458.0,14.0,62.0,1
5612.0,1845.0,21.0,64.0,178.0,26.0,1836.0,13.0,27.0,1
549.0,1559.0,21.0,66.0,364.0,22.0,7.0,64.0,23.0,1
1870.0,220.0,21.0,21.0,16.0,87.0,2338.0,64.0,95.0,1
5741.0,1104.0,21.0,21.0,142.0,88.0,1402.0,7.0,96.0,1
722.0,529.0,21.0,64.0,62.0,11.0,21.0,5.0,11.0,1
7421.0,3366.0,100.0,138.0,374.0,51.0,2320.0,4.0,55.0,1
740.0,2487.0,35.0,40.0,17.0,0.0,3.0,3.0,0.0,1
2363.0,4154.0,61.0,79.0,162.0,81.0,1276.0,35.0,88.0,1
90.0,376.0,21.0,72.0,65.0,4.0,1901.0,64.0,4.0,1
3323.0,1712.0,21.0,36.0,207.0,105.0,2326.0,14.0,113.0,1
2176.0,36.0,21.0,72.0,210.0,22.0,54.0,64.0,23.0,1
57.0,385.0,21.0,64.0,202.0,23.0,48.0,11.0,25.0,1
1454.0,1764.0,21.0,22.0,4.0,307.0,1279.0,59.0,315.0,1
4933.0,1088.0,21.0,71.0,269.0,4.0,7.0,64.0,4.0,1
5599.0,1129.0,21.0,68.0,282.0,11.0,2273.0,5.0,11.0,1
3415.0,996.0,21.0,68.0,59.0,4.0,7.0,64.0,4.0,1
1023.0,3656.0,21.0,71.0,266.0,19.0,380.0,64.0,20.0,1
1159.0,219.0,57.0,73.0,48.0,11.0,215.0,5.0,11.0,1
5075.0,718.0,21.0,68.0,158.0,53.0,458.0,14.0,57.0,1
2986.0,470.0,21.0,64.0,87.0,58.0,1175.0,23.0,63.0,1
2887.0,3921.0,73.0,95.0,18.0,0.0,3.0,3.0,0.0,0
2424.0,676.0,21.0,21.0,45.0,22.0,2194.0,64.0,23.0,1
7492.0,2625.0,125.0,107.0,381.0,83.0,1303.0,21.0,91.0,1
5065.0,4070.0,21.0,68.0,137.0,47.0,1033.0,64.0,51.0,1
165.0,424.0,21.0,64.0,245.0,79.0,712.0,0.0,86.0,1
1354.0,520.0,18.0,17.0,20.0,18.0,2232.0,65.0,19.0,1
3004.0,2233.0,21.0,21.0,228.0,340.0,2281.0,9.0,24.0,1
3785.0,3709.0,10.0,92.0,19.0,36.0,804.0,3.0,40.0,1
205.0,4081.0,68.0,88.0,132.0,27.0,350.0,14.0,28.0,1
3429.0,512.0,21.0,68.0,70.0,22.0,7.0,64.0,23.0,1
4396.0,2142.0,77.0,99.0,327.0,22.0,7.0,64.0,23.0,1
5232.0,2301.0,21.0,36.0,284.0,96.0,1459.0,63.0,104.0,1
5095.0,673.0,21.0,58.0,225.0,22.0,7.0,64.0,23.0,1
2036.0,261.0,21.0,72.0,222.0,59.0,85.0,28.0,65.0,1
4030.0,3008.0,21.0,36.0,218.0,22.0,54.0,64.0,23.0,1
1107.0,343.0,72.0,93.0,87.0,27.0,1342.0,14.0,28.0,1
182.0,83.0,21.0,72.0,216.0,22.0,54.0,64.0,23.0,1
2390.0,156.0,21.0,68.0,299.0,143.0,2105.0,32.0,153.0,1
1133.0,1484.0,21.0,66.0,193.0,26.0,1160.0,13.0,27.0,1
1133.0,601.0,78.0,103.0,89.0,20.0,43.0,8.0,21.0,1
1133.0,386.0,21.0,64.0,347.0,53.0,1966.0,14.0,57.0,1
1433.0,1226.0,21.0,71.0,99.0,4.0,7.0,64.0,4.0,1
5735.0,3005.0,75.0,97.0,128.0,17.0,39.0,64.0,18.0,1
5572.0,3238.0,3.0,34.0,155.0,4.0,7.0,64.0,4.0,1
982.0,17.0,21.0,58.0,280.0,22.0,7.0,64.0,23.0,1
2580.0,1126.0,21.0,58.0,143.0,157.0,162.0,30.0,166.0,1
247.0,942.0,21.0,74.0,6.0,47.0,7.0,64.0,51.0,1
645.0,3623.0,21.0,68.0,59.0,32.0,2281.0,9.0,36.0,1
670.0,1439.0,21.0,74.0,176.0,166.0,1385.0,4.0,175.0,1
194.0,3028.0,21.0,58.0,219.0,120.0,182.0,64.0,129.0,1
5572.0,1925.0,21.0,140.0,27.0,11.0,21.0,5.0,11.0,1
194.0,944.0,21.0,74.0,6.0,22.0,7.0,64.0,23.0,1
5065.0,474.0,21.0,72.0,353.0,22.0,7.0,64.0,23.0,1
5605.0,2572.0,21.0,68.0,178.0,164.0,2093.0,13.0,173.0,1
1465.0,3190.0,11.0,9.0,14.0,0.0,3.0,3.0,0.0,0
1492.0,1139.0,21.0,64.0,138.0,47.0,77.0,64.0,51.0,1
2510.0,3380.0,21.0,68.0,410.0,22.0,7.0,64.0,23.0,1
1859.0,1562.0,21.0,21.0,45.0,47.0,7.0,64.0,51.0,1
5065.0,405.0,21.0,68.0,137.0,143.0,840.0,32.0,153.0,1
348.0,83.0,21.0,72.0,216.0,47.0,1156.0,64.0,51.0,1
3507.0,354.0,21.0,68.0,126.0,53.0,739.0,14.0,57.0,1
6465.0,3730.0,3.0,34.0,40.0,17.0,39.0,64.0,18.0,1
5194.0,416.0,21.0,66.0,120.0,4.0,7.0,64.0,4.0,1
2047.0,4155.0,42.0,101.0,132.0,53.0,2331.0,14.0,57.0,1
3506.0,485.0,21.0,64.0,46.0,11.0,21.0,5.0,11.0,1
194.0,201.0,9.0,7.0,101.0,4.0,17.0,64.0,4.0,1
5605.0,2286.0,21.0,64.0,178.0,119.0,2338.0,13.0,128.0,1
1107.0,713.0,21.0,64.0,184.0,11.0,123.0,5.0,11.0,1
1040.0,3278.0,25.0,26.0,13.0,0.0,2.0,3.0,0.0,1
2097.0,3149.0,21.0,64.0,8.0,47.0,77.0,64.0,51.0,1
915.0,1756.0,3.0,34.0,33.0,88.0,1402.0,7.0,96.0,1
2555.0,1779.0,86.0,114.0,184.0,20.0,42.0,8.0,21.0,1
1329.0,732.0,21.0,64.0,62.0,53.0,1774.0,14.0,57.0,1
4277.0,272.0,21.0,64.0,138.0,235.0,2258.0,1.0,245.0,1
385.0,3846.0,117.0,165.0,218.0,11.0,690.0,5.0,11.0,1
1218.0,2960.0,46.0,53.0,15.0,36.0,2153.0,3.0,40.0,1
4600.0,2373.0,102.0,141.0,15.0,36.0,1720.0,3.0,40.0,1
2764.0,121.0,21.0,21.0,117.0,87.0,1818.0,64.0,95.0,1
194.0,3031.0,21.0,66.0,41.0,28.0,61.0,15.0,29.0,1
1023.0,2079.0,21.0,58.0,52.0,11.0,21.0,5.0,11.0,1
5566.0,1836.0,21.0,64.0,39.0,103.0,2082.0,14.0,111.0,1
4737.0,2211.0,21.0,66.0,69.0,26.0,1254.0,13.0,27.0,1
1454.0,4077.0,21.0,71.0,72.0,72.0,298.0,0.0,79.0,1
2818.0,982.0,21.0,155.0,42.0,196.0,2280.0,22.0,206.0,1
4894.0,1220.0,21.0,71.0,173.0,17.0,1220.0,64.0,18.0,1
7074.0,146.0,21.0,21.0,109.0,54.0,80.0,22.0,58.0,1
2069.0,3041.0,21.0,64.0,168.0,53.0,1091.0,14.0,57.0,1
3289.0,163.0,21.0,64.0,8.0,19.0,7.0,64.0,20.0,1
2671.0,2747.0,21.0,107.0,421.0,80.0,1072.0,3.0,87.0,1
293.0,498.0,21.0,58.0,52.0,22.0,7.0,64.0,23.0,1
4277.0,3695.0,30.0,31.0,19.0,3.0,4.0,3.0,3.0,1
3722.0,2042.0,21.0,72.0,65.0,47.0,7.0,64.0,51.0,1
5103.0,1232.0,21.0,64.0,138.0,22.0,7.0,64.0,23.0,1
2127.0,1826.0,21.0,64.0,138.0,22.0,54.0,64.0,23.0,1
4936.0,3331.0,54.0,65.0,40.0,21.0,1402.0,7.0,22.0,1
4038.0,674.0,21.0,58.0,281.0,113.0,706.0,30.0,122.0,1
3506.0,1256.0,21.0,64.0,10.0,72.0,1081.0,0.0,79.0,1
319.0,19.0,21.0,72.0,255.0,47.0,7.0,64.0,51.0,1
2390.0,874.0,21.0,66.0,50.0,22.0,7.0,64.0,23.0,1
5102.0,1069.0,21.0,64.0,138.0,22.0,7.0,64.0,23.0,1
3441.0,1946.0,9.0,7.0,10.0,235.0,2258.0,1.0,245.0,1
3042.0,3656.0,21.0,71.0,266.0,21.0,1402.0,7.0,22.0,1
1987.0,2742.0,53.0,63.0,167.0,103.0,945.0,14.0,111.0,1
5380.0,4045.0,16.0,14.0,13.0,325.0,209.0,3.0,334.0,1
2508.0,4151.0,53.0,163.0,238.0,42.0,336.0,8.0,46.0,1
2434.0,2773.0,9.0,35.0,78.0,337.0,2146.0,65.0,71.0,1
170.0,231.0,57.0,73.0,48.0,68.0,1696.0,31.0,75.0,1
424.0,499.0,61.0,79.0,86.0,217.0,467.0,65.0,227.0,1
194.0,931.0,21.0,74.0,6.0,120.0,499.0,64.0,129.0,1
2886.0,2118.0,50.0,57.0,17.0,0.0,4.0,3.0,0.0,1
277.0,2637.0,32.0,0.0,435.0,315.0,2127.0,5.0,6.0,1
7027.0,620.0,21.0,36.0,227.0,22.0,54.0,64.0,23.0,1
2069.0,260.0,21.0,68.0,158.0,27.0,2238.0,14.0,28.0,1
5059.0,2705.0,70.0,90.0,135.0,18.0,2147.0,65.0,19.0,1
117.0,4242.0,9.0,7.0,69.0,129.0,195.0,13.0,138.0,1
3878.0,3153.0,36.0,41.0,23.0,0.0,4.0,3.0,0.0,1
1392.0,2604.0,14.0,12.0,157.0,315.0,8.0,5.0,6.0,1
314.0,1112.0,21.0,68.0,299.0,17.0,7.0,64.0,18.0,1
329.0,3328.0,33.0,38.0,13.0,0.0,2268.0,3.0,0.0,1
3894.0,859.0,53.0,63.0,158.0,103.0,2049.0,14.0,111.0,1
4987.0,3741.0,40.0,59.0,15.0,0.0,137.0,3.0,0.0,1
182.0,1488.0,21.0,64.0,51.0,56.0,376.0,13.0,60.0,1
5593.0,210.0,21.0,21.0,68.0,121.0,2295.0,19.0,130.0,1
3939.0,3319.0,33.0,38.0,13.0,1.0,32.0,5.0,1.0,1
1696.0,2089.0,21.0,68.0,84.0,196.0,1887.0,22.0,206.0,1
3793.0,1156.0,21.0,58.0,52.0,22.0,1901.0,64.0,23.0,1
3383.0,3487.0,11.0,48.0,18.0,224.0,465.0,3.0,234.0,1
2099.0,698.0,77.0,159.0,225.0,4.0,7.0,64.0,4.0,0
4176.0,4045.0,16.0,14.0,13.0,325.0,209.0,3.0,334.0,1
4706.0,515.0,21.0,71.0,258.0,22.0,7.0,64.0,23.0,1
1006.0,3184.0,21.0,22.0,125.0,26.0,2093.0,13.0,27.0,1
892.0,1346.0,15.0,13.0,18.0,131.0,330.0,40.0,140.0,1
5233.0,991.0,78.0,103.0,59.0,2.0,1644.0,5.0,2.0,0
2142.0,2605.0,45.0,1.0,19.0,0.0,1047.0,3.0,0.0,1
2078.0,3345.0,98.0,136.0,7.0,118.0,2133.0,6.0,127.0,1
167.0,3228.0,108.0,156.0,26.0,9.0,19.0,63.0,9.0,1
5171.0,1898.0,21.0,68.0,263.0,22.0,7.0,64.0,23.0,0
1188.0,393.0,21.0,68.0,158.0,75.0,458.0,14.0,82.0,1
2264.0,527.0,21.0,68.0,274.0,4.0,7.0,64.0,4.0,1
4906.0,1253.0,21.0,36.0,284.0,96.0,1459.0,63.0,104.0,1
1551.0,3550.0,3.0,34.0,40.0,4.0,7.0,64.0,4.0,1
4383.0,1453.0,21.0,58.0,291.0,16.0,2143.0,63.0,16.0,1
5683.0,2393.0,21.0,68.0,89.0,58.0,371.0,23.0,63.0,1
7367.0,1227.0,9.0,7.0,337.0,88.0,1402.0,7.0,96.0,1
858.0,1350.0,15.0,13.0,14.0,1.0,8.0,5.0,1.0,1
4090.0,2898.0,21.0,68.0,158.0,103.0,2326.0,14.0,111.0,1
319.0,1158.0,21.0,64.0,138.0,22.0,7.0,64.0,23.0,1
2660.0,1551.0,64.0,84.0,23.0,36.0,378.0,3.0,40.0,1
551.0,1142.0,21.0,64.0,101.0,4.0,7.0,64.0,4.0,1
2390.0,2353.0,21.0,66.0,200.0,278.0,1746.0,20.0,287.0,1
252.0,880.0,21.0,64.0,70.0,4.0,7.0,64.0,4.0,1
1329.0,2835.0,108.0,156.0,26.0,9.0,19.0,63.0,9.0,1
3854.0,3491.0,21.0,71.0,269.0,183.0,2269.0,14.0,193.0,1
557.0,2997.0,21.0,36.0,189.0,4.0,7.0,64.0,4.0,1
4125.0,2731.0,72.0,93.0,115.0,56.0,421.0,13.0,60.0,1
802.0,2077.0,21.0,66.0,445.0,46.0,661.0,66.0,50.0,1
2646.0,1290.0,77.0,102.0,70.0,4.0,7.0,64.0,4.0,1
5437.0,3904.0,8.0,6.0,15.0,2.0,4.0,5.0,2.0,1
182.0,2126.0,4.0,3.0,13.0,0.0,2.0,3.0,0.0,1
6464.0,1289.0,21.0,71.0,173.0,21.0,916.0,7.0,22.0,1
0.0,3702.0,21.0,72.0,210.0,4.0,7.0,64.0,4.0,1
6229.0,672.0,21.0,58.0,219.0,22.0,1901.0,64.0,23.0,1
5631.0,1571.0,21.0,64.0,244.0,46.0,2143.0,66.0,50.0,1
332.0,1564.0,21.0,68.0,44.0,125.0,188.0,21.0,134.0,1
5065.0,1257.0,21.0,64.0,101.0,22.0,7.0,64.0,23.0,1
845.0,3282.0,24.0,37.0,17.0,0.0,3.0,3.0,0.0,1
416.0,233.0,49.0,82.0,18.0,233.0,879.0,31.0,243.0,0
3030.0,344.0,72.0,93.0,51.0,92.0,2093.0,14.0,100.0,1
3102.0,1156.0,21.0,58.0,52.0,4.0,7.0,64.0,4.0,1
314.0,986.0,21.0,68.0,59.0,24.0,874.0,5.0,34.0,1
