X,Y,ObjectID,Date,Sample_ID,Parameter,Results,Units,CAS,HRV,Units1,HRV_Types,Name,Description,Address,City_1,State,Zip
0.976941110316602,0.3041074928042349,0.8818124869492587,Feb14,1050Feb14,Dichlorodifluoromethane,0.0010776021138715,ug/m3,75-71-8,0.6513157894736842,ug/m3,REL,Greenway co-located,Volunteer,3454 43rd Ave S,Minneapolis,MN,0.0925925925926094
0.4367516362264041,0.4733321991799357,0.2278137398204218,Aug14,0664Aug14,Toluene,0.0005609435661249,ug/m3,108-88-3,5.263157894736842e-05,ug/m3,HRV,Greenway co-located,Volunteer,1705 Stevens Ave,Minneapolis,MN,0.0370370370371802
0.0977341568333258,0.9762523012977908,0.5278763833785759,May14,1196May14,Acetone,0.0043251701282789,ug/m3,67-64-1,0.0776315789473684,ug/m3,REL,Pinta Foamtec,business,2601 49th Ave N,Minneapolis,MN,0.5370370370371802
0.2109580937718647,0.8028092553353758,0.6782209229484235,May14,2352May14,Toluene,0.0004133268381973,ug/m3,108-88-3,5.263157894736842e-05,ug/m3,HRV,Greenway co-located,Volunteer,3406 Knox Ave N,Minneapolis,MN,0.2037037037036952
0.0977341568333258,0.9762523012977908,0.8346210064731676,Feb14,0580Feb14,Benzene,0.0003395184742335,ug/m3,71-43-2,1.7105263157894736e-07,ug/m3,HRV,Pinta Foamtec NE Corner,business,2601 49th Ave N,Minneapolis,MN,0.5370370370371802
0.3538822114963977,0.8041632881817122,0.6291501357277093,May14,2103May14,2-Butanone (MEK),0.0019633024814371,ug/m3,78-93-3,0.0013157894736842,ug/m3,HRV,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,0.2037037037036952
0.7427483045102008,0.4060395991491532,0.3606180831071204,Aug14,2318Aug14,Acetone,0.0284605051444429,ug/m3,67-64-1,0.0776315789473684,ug/m3,REL,Smyth Companies LLC - Minneapolis NE,business,2300 26th St E,Minneapolis,MN,0.0925925925926094
0.4602597820160099,0.8074888623660854,0.1273752349133431,Nov13,1513Nov13,Vinyl acetate,0.0005978477481068,ug/m3,108-05-4,2.631578947368421e-05,ug/m3,HRV,Marshall Terrace co-located,MPRB,2740 Marshall St NE,Minneapolis,MN,0.3148148148147811
0.3143091321035172,0.9038004164075346,0.1190227604927959,Nov13,1486Nov13,Toluene,0.000524039384143,ug/m3,108-88-3,5.263157894736842e-05,ug/m3,HRV,Webber Park co-located,MPRB,4242 Webber Parkway,Minneapolis,MN,0.2037037037036952
0.4377812309608089,0.6262776378915191,0.9557318855711004,Feb14,1714Feb14,Trichlorofluoromethane,0.0004502310201792,ug/m3,75-69-4,0.7368421052631579,ug/m3,REL,Greenway co-located,Volunteer,708 1st St N,Minneapolis,MN,0.0
0.8509034000161364,0.6607173403307911,0.423679264982251,Aug14,2806Aug14,Ethanol,0.0046204035841341,ug/m3,64-17-5,0.2499999999999999,ug/m3,REL,Greenway co-located,Volunteer,2412 Kennedy St NE,Minneapolis,MN,0.2222222222221717
0.221066508443755,0.7625824902737008,0.0716224681561912,Nov13,0971Nov13,Chloromethane,0.0001402358915312,ug/m3,74-87-3,0.0271768421052631,ug/m3,PEL,Jordan Park co-located,MPRB,2943 James Ave N,Minneapolis,MN,0.1851851851852188
0.9730833050977026,0.5928072472009376,0.4180413447483816,Aug14,2720Aug14,Acetone,0.0080893966904329,ug/m3,67-64-1,0.0776315789473684,ug/m3,REL,Kohl  Madden Printing Inc Corp NE,business,782 29th Ave SE,Minneapolis,MN,0.2407407407408754
0.1136732082726439,0.7332028972475086,0.6656922113176028,May14,2326May14,Ethanol,0.0026644819390933,ug/m3,64-17-5,0.2499999999999999,ug/m3,REL,Greenway co-located,Volunteer,2607 Thomas Ave N,Minneapolis,MN,0.1851851851852188
0.3143091321035172,0.9038004164075346,0.0906243474629358,Nov13,1088Nov13,Naphthalene,0.0013728355697267,ug/m3,91-20-3,1.1842105263157894e-06,ug/m3,HRV,Webber Park co-located,MPRB,4242 Webber Parkway,Minneapolis,MN,0.2037037037036952
0.6662076316539469,0.615074439502564,0.3973689705575277,Aug14,2685Aug14,Propylene,0.0004871352021611,ug/m3,115-07-1,0.1381578947368421,ug/m3,REL,Greenway co-located,Volunteer,400 6th St SE,Minneapolis,MN,0.2407407407408754
0.6711397562089587,0.0508879348712412,0.5711004385049071,May14,1498May14,"1,2,4-Trimethylbenzene",0.0316711689768684,ug/m3,95-63-6,0.0164473684210526,ug/m3,REL,Greenway co-located,Volunteer,5604 Cedar Ave S,Minneapolis,MN,0.2962962962963047
0.5899015611831828,0.3591428250896911,0.8839006055543954,Feb14,1080Feb14,Methylene Chloride,0.0007454644760344,ug/m3,75-09-2,2.6315789473684207e-06,ug/m3,HRV,Falconer's Cleaners SW Corner,business,1229 Lake St E,Minneapolis,MN,0.0925925925926094
0.8646840440295591,0.2753751521511844,0.8496554604301524,Feb14,0683Feb14,Dichlorodifluoromethane,0.0007085602940525,ug/m3,75-71-8,0.6513157894736842,ug/m3,REL,Olson Paint  Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,0.0925925925926094
0.1250122042806651,0.677166647753495,0.3209438296095218,Aug14,2024Aug14,Toluene,0.0005609435661249,ug/m3,108-88-3,5.263157894736842e-05,ug/m3,HRV,Greenway co-located,Volunteer,1718 Sheridan Ave N,Minneapolis,MN,0.1851851851852188
0.9730833050977026,0.5928072472009376,0.8575903111296721,Feb14,0717Feb14,Chloromethane,0.0004502310201792,ug/m3,74-87-3,0.0271768421052631,ug/m3,PEL,Kohl  Madden Printing Inc Corp SW,business,782 29th Ave SE,Minneapolis,MN,0.2407407407408754
0.0977341568333258,0.9762523012977908,0.8759657548548757,Feb14,1039Feb14,Acetone,0.0024430568472019,ug/m3,67-64-1,0.0776315789473684,ug/m3,REL,Pinta Foamtec NW Corner,business,2601 49th Ave N,Minneapolis,MN,0.5370370370371802
0.8419279172064762,0.4593603322705348,0.3167675923992483,Aug14,1686Aug14,Trichlorofluoromethane,0.0003764226562154,ug/m3,75-69-4,0.7368421052631579,ug/m3,REL,Greenway co-located,Volunteer,914 Franklin Terrace,Minneapolis,MN,0.0925925925926094
0.1850744503573196,0.3660375302347347,0.2015034453956984,Nov13,2415Nov13,Toluene,0.0042144575823332,ug/m3,108-88-3,5.263157894736842e-05,ug/m3,HRV,Greenway co-located,MPRB,2885 Knox Ave S,Minneapolis,MN,0.074074074074133
0.6096838979550512,0.4675909885462488,0.7174775527249948,May14,2662May14,Benzene,0.0002177346736932,ug/m3,71-43-2,1.7105263157894736e-07,ug/m3,HRV,MPCA - 962,MPCA,1445 18th St E,Minneapolis,MN,0.0555555555556566
0.565416532339782,0.3912047255568041,0.1102526623512215,Nov13,1279Nov13,Dichlorodifluoromethane,0.000893081203962,ug/m3,75-71-8,0.6513157894736842,ug/m3,REL,MPCA,MPCA,2727 10th Ave S,Minneapolis,MN,0.1111111111110858
0.0926309458315017,0.7321988408269249,0.0367508874504071,Nov13,0822Nov13,Methylene Chloride,0.0045834994021522,ug/m3,75-09-2,2.6315789473684207e-06,ug/m3,HRV,Theodore Wirth Park co-located,MPRB,2600 Vincent Ave N,Minneapolis,MN,0.3888888888889141
0.597480218710075,0.146310255037406,0.662977657130925,May14,2311May14,Dichlorodifluoromethane,0.0009668895679258,ug/m3,75-71-8,0.6513157894736842,ug/m3,REL,Greenway co-located,Volunteer,4820 13th Ave S,Minneapolis,MN,0.2962962962963047
0.9730833050977026,0.5928072472009376,0.913969513468365,Feb14,1495Feb14,Acetone,0.0056537206796274,ug/m3,67-64-1,0.0776315789473684,ug/m3,REL,Kohl  Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,0.2407407407408754
0.4565875526747049,0.0498612560383548,0.7325120066819796,May14,2672May14,Propylene,0.0009668895679258,ug/m3,115-07-1,0.1381578947368421,ug/m3,REL,Greenway co-located,Volunteer,5631 Clinton Ave S,Minneapolis,MN,0.3333333333334849
0.4565875526747049,0.0498612560383548,0.1194403842138233,Nov13,1498Nov13,Acetone,0.0009299853859439,ug/m3,67-64-1,0.0776315789473684,ug/m3,REL,Greenway co-located,volunteer,5631 Clinton Ave S,Minneapolis,MN,0.3333333333334849
0.7427483045102008,0.4060395991491532,0.6556692420129463,May14,2177May14,Toluene,0.0016680690255819,ug/m3,108-88-3,5.263157894736842e-05,ug/m3,HRV,Smyth Companies LLC - Minneapolis NW,business,2300 26th St E,Minneapolis,MN,0.0925925925926094
0.2781717000279968,0.9572586059827586,0.51618291918981,May14,0950May14,Trichlorofluoromethane,0.0005609435661249,ug/m3,75-69-4,0.7368421052631579,ug/m3,REL,Greenway co-located,Volunteer,4722 Dupont Ave N,Minneapolis,MN,0.5370370370371802
0.2261752319770948,0.7209005054377258,0.8980998120693255,Feb14,1234Feb14,Chloromethane,0.000195592164504,ug/m3,74-87-3,0.0271768421052631,ug/m3,PEL,Glen Gale Park co-located,MPRB,2466 Ilion Ave N,Minneapolis,MN,0.0
0.0,0.1990134946466923,0.4583420338275213,May14,0189May14,Naphthalene,0.0008561770219801,ug/m3,91-20-3,1.1842105263157894e-06,ug/m3,HRV,Greenway co-located,Volunteer,3701 Glendale Terrace,Minneapolis,MN,0.1666666666667424
0.9730833050977026,0.5928072472009376,0.5024013363959072,May14,0825May14,Toluene,0.0006716561120706,ug/m3,108-88-3,5.263157894736842e-05,ug/m3,HRV,Kohl  Madden Printing Inc Corp SW,business,782 29th Ave SE,Minneapolis,MN,0.2407407407408754
0.7427483045102008,0.4060395991491532,0.6878262685320526,May14,2366May14,n-Heptane,0.0004871352021611,ug/m3,142-82-5,0.0460526315789473,ug/m3,REL,Smyth Companies LLC - Minneapolis SW,business,2300 26th St E,Minneapolis,MN,0.0925925925926094
0.4377812309608089,0.6262776378915191,0.954687826268532,Feb14,1714Feb14,Chloromethane,0.0002546388556751,ug/m3,74-87-3,0.0271768421052631,ug/m3,PEL,Greenway co-located,Volunteer,708 1st St N,Minneapolis,MN,0.0
0.7427483045102008,0.4060395991491532,0.0799749425767383,Nov13,1047Nov13,n-Hexane,0.0003764226562154,ug/m3,110-54-3,0.0002631578947368,ug/m3,HRV,Smyth Companies LLC - Minneapolis NW,business,2300 26th St E,Minneapolis,MN,0.0925925925926094
0.597480218710075,0.146310255037406,0.1779077051576529,Nov13,2088Nov13,Acetone,0.0015942606616181,ug/m3,67-64-1,0.0776315789473684,ug/m3,REL,Greenway co-located,volunteer,4820 13th Ave S,Minneapolis,MN,0.2962962962963047
0.8357163751574035,0.7449577062019443,0.392566297765713,Aug14,2665Aug14,Acetone,0.0089012886940348,ug/m3,67-64-1,0.0776315789473684,ug/m3,REL,Greenway co-located,Volunteer,1911 McKinley St NE,Minneapolis,MN,0.3148148148147811
0.4142982646494602,0.2607188330744066,0.0772603883900605,Nov13,1046Nov13,Methylene Chloride,0.000524039384143,ug/m3,75-09-2,2.6315789473684207e-06,ug/m3,HRV,Greenway co-located,volunteer,3833 Nicollet Ave S,Minneapolis,MN,0.148148148148266
0.976941110316602,0.3041074928042349,0.8824389225307997,Feb14,1050Feb14,Propylene,0.0007823686580163,ug/m3,115-07-1,0.1381578947368421,ug/m3,REL,Greenway co-located,Volunteer,3454 43rd Ave S,Minneapolis,MN,0.0925925925926094
0.1926555367481341,0.928526260180888,0.701190227604928,May14,2655May14,Carbon tetrachloride,0.0001107125459457,ug/m3,56-23-5,0.0016578947368421,ug/m3,REL,Greenway co-located,Volunteer,4432 Logan Ave N,Minneapolis,MN,0.2037037037036952
0.597480218710075,0.146310255037406,0.2307371058676132,Aug14,0673Aug14,Naphthalene,0.0004133268381973,ug/m3,91-20-3,1.1842105263157894e-06,ug/m3,HRV,Greenway co-located,Volunteer,4820 13th Ave S,Minneapolis,MN,0.2962962962963047
0.6096838979550512,0.4675909885462488,0.9191898099812068,Feb14,1527Feb14,Acetone,0.0023692484832381,ug/m3,67-64-1,0.0776315789473684,ug/m3,REL,MPCA - 962,MPCA,1445 18th St E,Minneapolis,MN,0.0555555555556566
0.8473090237639553,0.2772502568795971,0.5990812278137398,May14,1720May14,2-Butanone (MEK),0.0001107125459457,ug/m3,78-93-3,0.0013157894736842,ug/m3,HRV,Best Body Shop Mid Side Fence,business,3712 Snelling Ave,Minneapolis,MN,0.0555555555556566
0.2953999453297911,0.4033464024964246,0.2789726456462727,Aug14,1090Aug14,Toluene,0.0003026142922515,ug/m3,108-88-3,5.263157894736842e-05,ug/m3,HRV,Greenway co-located,Volunteer,2608 Colfax Ave S,Minneapolis,MN,0.1296296296295622
0.976941110316602,0.3041074928042349,0.7554813113384841,May14,2685May14,"1,2,4-Trimethylbenzene",0.0003026142922515,ug/m3,95-63-6,0.0164473684210526,ug/m3,REL,Greenway co-located,Volunteer,3454 43rd Ave S,Minneapolis,MN,0.0925925925926094
0.2958199027868886,0.8248904515614299,0.8707454583420338,Feb14,0947Feb14,Methylene Chloride,0.0034394697607132,ug/m3,75-09-2,2.6315789473684207e-06,ug/m3,HRV,Greenway co-located,Volunteer,3601 Colfax Ave N,Minneapolis,MN,0.2037037037036952
1.0,0.3509184454703131,0.8099812069325537,Feb14,0268Feb14,n-Heptane,0.000893081203962,ug/m3,142-82-5,0.0460526315789473,ug/m3,REL,Greenway co-located,Volunteer,3038 45th Ave S,Minneapolis,MN,0.0925925925926094
0.8509034000161364,0.6607173403307911,0.8051785341407391,Feb14,0235Feb14,Acetone,0.0022585359372924,ug/m3,67-64-1,0.0776315789473684,ug/m3,REL,Greenway co-located,Volunteer,2412 Kennedy St NE,Minneapolis,MN,0.2222222222221717
0.8626525923409645,0.4397268197234325,0.244518688661516,Aug14,0961Aug14,Ethanol,0.0032180446688218,ug/m3,64-17-5,0.2499999999999999,ug/m3,REL,Greenway co-located,Volunteer,2205 Minneapolis Ave,Minneapolis,MN,0.0925925925926094
0.9990428676471764,0.2481902827400972,0.9233660471914804,Feb14,1550Feb14,4-Ethyltoluene,0.0352508746291129,ug/m3,622-96-8,0.0005263157894736,ug/m3,REL,Greenway co-located,Volunteer,3945 45th Ave S,Minneapolis,MN,0.0925925925926094
0.9730833050977026,0.5928072472009376,0.5015660889538526,May14,0825May14,Methylene Chloride,0.0003026142922515,ug/m3,75-09-2,2.6315789473684207e-06,ug/m3,HRV,Kohl  Madden Printing Inc Corp SW,business,782 29th Ave SE,Minneapolis,MN,0.2407407407408754
0.2306020233595518,0.8477467273510229,0.2969304656504489,Aug14,1275Aug14,Ethanol,0.0022216317553105,ug/m3,64-17-5,0.2499999999999999,ug/m3,REL,Folwell Park Community Center,MPRB,1615 Dowling Ave N,Minneapolis,MN,0.2037037037036952
0.0977341568333258,0.9762523012977908,0.9465441637084986,Feb14,1691Feb14,"1,2,4-Trichlorobenzene",0.0048787328580074,ug/m3,120-82-1,0.0052631578947368,ug/m3,REL,Pinta Foamtec SE Corner,business,2601 49th Ave N,Minneapolis,MN,0.5370370370371802
0.565416532339782,0.3912047255568041,0.9645019837126748,Feb14,1749Feb14,Dichlorodifluoromethane,0.0005978477481068,ug/m3,75-71-8,0.6513157894736842,ug/m3,REL,MPCA,MPCA,2727 10th Ave S,Minneapolis,MN,0.1111111111110858
0.9730833050977026,0.5928072472009376,0.6817707245771559,May14,2358May14,Trichlorofluoromethane,0.0004133268381973,ug/m3,75-69-4,0.7368421052631579,ug/m3,REL,Kohl  Madden Printing Inc Corp NE,business,782 29th Ave SE,Minneapolis,MN,0.2407407407408754
0.597480218710075,0.146310255037406,0.1825015660889538,Nov13,2091Nov13,Cyclohexane,0.0062441875913378,ug/m3,110-82-7,0.1381578947368421,ug/m3,REL,Greenway co-located,volunteer,4820 13th Ave S,Minneapolis,MN,0.2962962962963047
0.090458056588659,0.2124943282009326,0.8715807057840885,Feb14,0955Feb14,2-Propanol,0.0004502310201792,ug/m3,67-63-0,0.1289473684210526,ug/m3,REL,Greenway co-located,Volunteer,4236 Vincent Ave S,Minneapolis,MN,0.1666666666667424
0.4360093784000582,0.4250332972659407,0.7277093338901649,May14,2671May14,2-Butanone (MEK),0.0014835481156724,ug/m3,78-93-3,0.0013157894736842,ug/m3,HRV,Greenway co-located,Volunteer,2418 Stevens Ave,Minneapolis,MN,0.0555555555556566
0.1136732082726439,0.7332028972475086,0.2612236375026101,Aug14,1057Aug14,2-Butanone (MEK),0.0001697592371167,ug/m3,78-93-3,0.0013157894736842,ug/m3,HRV,Greenway co-located,Volunteer,2607 Thomas Ave N,Minneapolis,MN,0.1851851851852188
0.0977341568333258,0.9762523012977908,0.8763833785759031,Feb14,1039Feb14,Dichlorodifluoromethane,0.0006347519300887,ug/m3,75-71-8,0.6513157894736842,ug/m3,REL,Pinta Foamtec NW Corner,business,2601 49th Ave N,Minneapolis,MN,0.5370370370371802
0.5899015611831828,0.3591428250896911,0.1754019628314888,Nov13,2086Nov13,Acetone,0.0032918530327856,ug/m3,67-64-1,0.0776315789473684,ug/m3,REL,Falconer's Cleaners SW Corner,business,1229 Lake St E,Minneapolis,MN,0.0925925925926094
0.1328254718071093,0.0803716914405185,0.4318229275422844,Aug14,2813Aug14,n-Heptane,0.000524039384143,ug/m3,142-82-5,0.0460526315789473,ug/m3,REL,Greenway co-located,Volunteer,2420 54th St W,Minneapolis,MN,0.1666666666667424
0.8404726925892874,0.5901512549521044,0.1213196909584464,Nov13,1507Nov13,Benzene,0.0001919017463058,ug/m3,71-43-2,1.7105263157894736e-07,ug/m3,HRV,Greenway co-located,volunteer,1700 Elm St SE,Minneapolis,MN,0.2407407407408754
0.8594491566142324,0.7741364336555421,0.0425976195447901,Nov13,0837Nov13,Dichlorodifluoromethane,0.0010406979318896,ug/m3,75-71-8,0.6513157894736842,ug/m3,REL,Greenway co-located,volunteer,2331 Roosevelt St NE,Minneapolis,MN,0.3148148148147811
0.8473090237639553,0.2772502568795971,0.3426602631029442,Aug14,2149Aug14,Trichlorofluoromethane,0.0003764226562154,ug/m3,75-69-4,0.7368421052631579,ug/m3,REL,Best Body Shop East Side,business,3712 Snelling Ave,Minneapolis,MN,0.0555555555556566
0.8473090237639553,0.2772502568795971,0.8381708081019001,Feb14,0621Feb14,n-Heptane,0.0007085602940525,ug/m3,142-82-5,0.0460526315789473,ug/m3,REL,Best Body Shop SE Corner,business,3712 Snelling Ave,Minneapolis,MN,0.0555555555556566
0.1332356681236888,0.5796686350673781,0.1889747337648778,Nov13,2132Nov13,Acetone,0.0028859070309847,ug/m3,67-64-1,0.0776315789473684,ug/m3,REL,Greenway co-located,volunteer,428 Russell Ave N,Minneapolis,MN,0.074074074074133
0.7378357174641224,0.8077194929371103,0.1317602839841303,Nov13,1574Nov13,2-Butanone (MEK),0.0005609435661249,ug/m3,78-93-3,0.0013157894736842,ug/m3,HRV,Greenway co-located,volunteer,2730 Buchanan St NE,Minneapolis,MN,0.3148148148147811
0.8646840440295591,0.2753751521511844,0.4362079766130716,Aug14,2817Aug14,Chlorobenzene,0.0003026142922515,ug/m3,108-90-7,0.0460526315789473,ug/m3,PEL,Olson Paint  Body Shop NE Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,0.0925925925926094
0.4916007404550555,0.4294153148866257,0.4121946126539987,Aug14,2711Aug14,Trichlorofluoromethane,0.0003764226562154,ug/m3,75-69-4,0.7368421052631579,ug/m3,REL,Greenway co-located,Volunteer,502 24th St E,Minneapolis,MN,0.0555555555556566
0.9730833050977026,0.5928072472009376,0.0338275214032157,Nov13,0818Nov13,Toluene,0.0015204522976543,ug/m3,108-88-3,5.263157894736842e-05,ug/m3,HRV,Kohl  Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,0.2407407407408754
0.156821956334511,0.7324365963189052,0.4512424305700563,May14,0085May14,mp-Xylene,0.0004871352021611,ug/m3,179601-23-1,0.0460526315789473,ug/m3,REL,Greenway co-located,Volunteer,2601 Penn Ave N,Minneapolis,MN,0.1851851851852188
0.7427483045102008,0.4060395991491532,0.974733764877845,Feb14,2139Feb14,Chloromethane,0.0004502310201792,ug/m3,74-87-3,0.0271768421052631,ug/m3,PEL,Smyth Companies LLC - Minneapolis SE,business,2300 26th St E,Minneapolis,MN,0.0925925925926094
0.651303832146823,0.4144539589451597,0.7356441845896847,May14,2674May14,"1,2,4-Trimethylbenzene",0.0005609435661249,ug/m3,95-63-6,0.0164473684210526,ug/m3,REL,Greenway co-located,Volunteer,2508 17th Ave S,Minneapolis,MN,0.0555555555556566
0.3180095712930324,0.7898938331747445,0.1288369179369388,Nov13,1525Nov13,Chloromethane,0.000136545473333,ug/m3,74-87-3,0.0271768421052631,ug/m3,PEL,Greenway co-located,volunteer,3300 Aldrich Ave N,Minneapolis,MN,0.2037037037036952
0.8473090237639553,0.2772502568795971,0.622885779912299,May14,2062May14,Methylene Chloride,0.0015942606616181,ug/m3,75-09-2,2.6315789473684207e-06,ug/m3,HRV,Best Body Shop West Side Fence,business,3712 Snelling Ave,Minneapolis,MN,0.0555555555556566
0.5119054581319915,0.5596482525921829,0.298809772395072,Aug14,1470Aug14,Dichlorodifluoromethane,0.000524039384143,ug/m3,75-71-8,0.6513157894736842,ug/m3,REL,Greenway co-located,Volunteer,309 2nd Ave S,Minneapolis,MN,0.0
0.2987791805655888,0.4057792074502231,0.1142200877009814,Nov13,1465Nov13,Acetone,0.0011145062958534,ug/m3,67-64-1,0.0776315789473684,ug/m3,REL,Greenway co-located,volunteer,916 26th St W,Minneapolis,MN,0.074074074074133
0.9730833050977026,0.5928072472009376,0.4827730215076216,May14,0593May14,Cyclohexane,0.0001586879825221,ug/m3,110-82-7,0.1381578947368421,ug/m3,REL,Kohl  Madden Printing Inc Corp NW,business,782 29th Ave SE,Minneapolis,MN,0.2407407407408754
0.4212075074316317,0.7182854864334445,0.7454583420338275,May14,2676May14,4-Methyl-2-pentanone (MIBK),0.0005978477481068,ug/m3,108-10-1,0.0269736842105263,ug/m3,REL,Greenway co-located,Volunteer,2344 River Pointe Circle,Minneapolis,MN,0.1851851851852188
0.0052837235730294,0.4383802149552593,0.6719565671330131,May14,2335May14,"1,2,4-Trimethylbenzene",0.0002361867646841,ug/m3,95-63-6,0.0164473684210526,ug/m3,REL,Greenway co-located,Volunteer,2116 Cedar Lake Pkwy,Minneapolis,MN,0.2777777777778283
0.8404726925892874,0.5901512549521044,0.5351847984965545,May14,1212May14,Methylene Chloride,0.0019263982994552,ug/m3,75-09-2,2.6315789473684207e-06,ug/m3,HRV,Greenway co-located,Volunteer,1702 Elm St SE,Minneapolis,MN,0.2407407407408754
0.5899015611831828,0.3591428250896911,0.9369388181248696,Feb14,1647Feb14,Propylene,0.0005609435661249,ug/m3,115-07-1,0.1381578947368421,ug/m3,REL,Falconer's Cleaners SE Corner,business,1229 Lake St E,Minneapolis,MN,0.0925925925926094
0.2109580937718647,0.8028092553353758,0.9018584255585718,Feb14,1249Feb14,Benzene,0.0002435676010805,ug/m3,71-43-2,1.7105263157894736e-07,ug/m3,HRV,Greenway co-located,Volunteer,3406 Knox Ave N,Minneapolis,MN,0.2037037037036952
0.8473090237639553,0.2772502568795971,0.622259344330758,May14,2062May14,Ethanol,0.0075358339607044,ug/m3,64-17-5,0.2499999999999999,ug/m3,REL,Best Body Shop West Side Fence,business,3712 Snelling Ave,Minneapolis,MN,0.0555555555556566
0.5750170936072436,0.6995082363865777,0.3885988724159532,Aug14,2660Aug14,2-Hexanone,0.0004502310201792,ug/m3,591-78-6,0.0005263157894736,ug/m3,REL,Greenway co-located,Volunteer,1300 6th St NE,Minneapolis,MN,0.2222222222221717
0.7378357174641224,0.8077194929371103,0.1336395907287534,Nov13,1574Nov13,Toluene,0.0007454644760344,ug/m3,108-88-3,5.263157894736842e-05,ug/m3,HRV,Greenway co-located,volunteer,2730 Buchanan St NE,Minneapolis,MN,0.3148148148147811
0.3538822114963977,0.8041632881817122,0.4489455001044059,May14,0066May14,Ethanol,0.0039561283084599,ug/m3,64-17-5,0.2499999999999999,ug/m3,REL,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,0.2037037037036952
0.7378357174641224,0.8077194929371103,0.1330131551472123,Nov13,1574Nov13,Ethanol,0.032187827524615,ug/m3,64-17-5,0.2499999999999999,ug/m3,REL,Greenway co-located,volunteer,2730 Buchanan St NE,Minneapolis,MN,0.3148148148147811
0.8626525923409645,0.4397268197234325,0.5178534140739194,May14,1071May14,Dichlorodifluoromethane,0.0009299853859439,ug/m3,75-71-8,0.6513157894736842,ug/m3,REL,Greenway co-located,Volunteer,2205 Minneapolis Ave,Minneapolis,MN,0.0925925925926094
0.175104991077319,0.1248763150111926,0.9977030695343496,Feb14,2358Feb14,Vinyl acetate,0.0005609435661249,ug/m3,108-05-4,2.631578947368421e-05,ug/m3,HRV,Greenway co-located,Volunteer,5005 Newton Ave S,Minneapolis,MN,0.3333333333334849
0.105186056586831,1.0,0.8552933806640217,Feb14,0710Feb14,Methylene Chloride,0.0011514104778353,ug/m3,75-09-2,2.6315789473684207e-06,ug/m3,HRV,Greenway co-located,Volunteer,5100 Thomas Ave N,Minneapolis,MN,0.5370370370371802
0.2109580937718647,0.8028092553353758,0.902276049279599,Feb14,1249Feb14,Dichlorodifluoromethane,0.0011883146598172,ug/m3,75-71-8,0.6513157894736842,ug/m3,REL,Greenway co-located,Volunteer,3406 Knox Ave N,Minneapolis,MN,0.2037037037036952
0.1328254718071093,0.0803716914405185,0.7602839841302986,May14,2686May14,Dichlorodifluoromethane,0.0014097397517086,ug/m3,75-71-8,0.6513157894736842,ug/m3,REL,Greenway co-located,Volunteer,2420 54th St W,Minneapolis,MN,0.1666666666667424
0.9246313035677076,0.1475973307158824,0.5475046982668615,May14,1249May14,Tetrachloroethene,0.0025168652111657,ug/m3,127-18-4,2.631578947368421e-07,ug/m3,RAA,Greenway co-located,Volunteer,4811 38th Avenue S,Minneapolis,MN,0.2962962962963047
0.2746166576692985,0.4077953810963208,0.9703487158070578,Feb14,2088Feb14,Acetone,0.0038823199444961,ug/m3,67-64-1,0.0776315789473684,ug/m3,REL,Greenway co-located,Volunteer,2547 Emerson Ave S,Minneapolis,MN,0.074074074074133
0.8509034000161364,0.6607173403307911,0.1923157235330967,Nov13,2152Nov13,Toluene,0.0008561770219801,ug/m3,108-88-3,5.263157894736842e-05,ug/m3,HRV,Greenway co-located,volunteer,2412 Kennedy St NE,Minneapolis,MN,0.2222222222221717
0.3906729090349472,0.0731625687440669,0.1140112758404677,Nov13,1282Nov13,Toluene,0.0004871352021611,ug/m3,108-88-3,5.263157894736842e-05,ug/m3,HRV,Greenway co-located,volunteer,5404 Wentworth Ave S,Minneapolis,MN,0.3333333333334849
0.9246313035677076,0.1475973307158824,0.5460430152432658,May14,1249May14,Ethylbenzene,0.0449197703083713,ug/m3,100-41-4,0.0013157894736842,ug/m3,HRV,Greenway co-located,Volunteer,4811 38th Avenue S,Minneapolis,MN,0.2962962962963047
0.5899015611831828,0.3591428250896911,0.6464815201503445,May14,2161May14,Ethanol,0.007683450688632,ug/m3,64-17-5,0.2499999999999999,ug/m3,REL,Falconer's Cleaners SE Corner,business,1229 Lake St E,Minneapolis,MN,0.0925925925926094
0.8359800706143687,0.5905009238909997,0.8410941741490917,Feb14,0629Feb14,Acetone,0.0040299366724237,ug/m3,67-64-1,0.0776315789473684,ug/m3,REL,Greenway co-located,Volunteer,1701 Elm St SE,Minneapolis,MN,0.2407407407408754
0.8357163751574035,0.7449577062019443,0.3936103570682814,Aug14,2665Aug14,Propylene,0.0002177346736932,ug/m3,115-07-1,0.1381578947368421,ug/m3,REL,Greenway co-located,Volunteer,1911 McKinley St NE,Minneapolis,MN,0.3148148148147811
